verdict,reason,checkedBy,curlStatus,company,role,location,fitTier,riskFlags,applicationUrl,curlFinalUrl,browserEvidenceTitle,browserEvidenceUrl,source,httpStatus,liveStatus,error
confirmed_closed_or_dead,Browser-visible page says page/job not found or no longer available,curl+browser,403,Pinterest,New Grad 2026: Software Engineer,"Palo Alto, CA Seattle, WA SF",high,,https://www.pinterestcareers.com/job-form?gh_jid=7211012&utm_source=vansh&ref=vansh,https://www.pinterestcareers.com/job-form?gh_jid=7211012&utm_source=vansh&ref=vansh,Page Not Found | Pinterest Careers,https://www.pinterestcareers.com/job-form?gh_jid=7211012&utm_source=vansh&ref=vansh,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Uber,New Grad 2026: Software Engineer I,"San Francisco, CA",high,,https://university-uber.icims.com/jobs/152427/job?utm_source=vansh,https://university-uber.icims.com/jobs/152427/job?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Uber,"New Grad 2026: Software Engineer I, Mobile","San Francisco, CA",high,,https://university-uber.icims.com/jobs/152559/job?mobile=false&width=1069&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240&utm_source=vansh&ref=vansh,https://university-uber.icims.com/jobs/152559/job?mobile=false&width=1069&height=500&bga=true&needsRedirect=false&jan1offset=-300&jun1offset=-240&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Battelle,Early Career Software Engineer 🇺🇸,"Columbus, OH",high,,https://jobs.battelle.org/us/en/job/BMIBMIUS75654EXTERNALENUS/Early-Career-Software-Engineer?utm_source=vansh,https://jobs.battelle.org/us/en/job/BMIBMIUS75654EXTERNALENUS/Early-Career-Software-Engineer?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,Browser-visible page says page/job not found or no longer available,curl+browser,403,Citadel Securities,Software Engineer – University Graduate - US,"Miami, FL NYC",high,,https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=Simplify&ref=Simplify,https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=Simplify&ref=Simplify,Page not found - Citadel Securities,https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=Simplify&ref=Simplify,SimplifyJobs/New-Grad-Positions,404,dead-or-error,
live_unclear_manual_check,curl page is live but apply/closed signal is unclear,curl,200,Eluvio,"New Grad: Software Engineer, AI Core Apps","Berkeley, CA",high,,https:/.workable.com/eluvio/j/A349A0D2AF?utm_source=vansh,https://apply.workable.com/eluvio/?not_found=true,,,vanshb03/New-Grad-2026,,dead-or-error,fetch failed
confirmed_closed_or_dead,HTTP 404,curl,404,Epsilon,"New Grad: Associate, Software Engineer","Chicago, IL",high,,https://careers.publicisgroupe.com/jobs/121504?utm_source=vansh,https://careers.publicisgroupe.com/jobs/121504?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Profound,New Grad: Software Engineer,"New York City, NY San Francisco, CA",high,,https://www.tryprofound.com/careers/1d4a905b-7b91-4763-88dd-7abc7562fbcd?utm_source=vansh,https://www.tryprofound.com/careers/1d4a905b-7b91-4763-88dd-7abc7562fbcd?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Roblox,"New Grad 2025: Software Engineer, Game Solutions Engineering","San Mateo, CA",high,,https://careers.roblox.com/jobs/6749070?utm_source=vansh,https://careers.roblox.com/jobs/6749070?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Roblox,Software Engineer - Early Career,"San Mateo, CA",high,,https://careers.roblox.com/jobs/7114754?gh_jid=7114754&utm_source=vansh&ref=vansh,https://careers.roblox.com/jobs/7114754?gh_jid=7114754&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Stripe,New Grad: Software Engineer,"South San Francisco, CA Seattle, WA",high,,https://stripe.com/jobs/listing/software-engineer-new-grad/7210112?utm_source=vansh,https://stripe.com/jobs/listing/software-engineer-new-grad/7210112?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Uber,New Grad 2025: Software Engineer I,"San Francisco, CA",high,,https://university-uber.icims.com/jobs/149558/job?utm_source=vansh,https://university-uber.icims.com/jobs/149558/job?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Viasat,"Full Stack Software Engineer, Early Career","Carlsbad, CA Remote",high,,https://careers.viasat.com/jobs/4457?utm_source=vansh,https://careers.viasat.com/jobs/4457?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Epsilon,"New Grad 2025: Associate, Software Engineer","Irving, TX",high,,https://careers.publicisgroupe.com/jobs/119914?utm_source=vansh,https://careers.publicisgroupe.com/jobs/119914?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,i3,Entry Level Full-Stack Software Engineer,"Huntsville, AL",high,,https://careers-i3-corps.icims.com/jobs/4833/job?utm_source=vansh,https://careers-i3-corps.icims.com/jobs/4833/job?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Integration Innovation (i3),Entry Level Full-Stack Software Engineer,"Huntsville, AL",high,,https://careers-i3-corps.icims.com/jobs/4833/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,https://careers-i3-corps.icims.com/jobs/4833/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Acclaim Technical Services,Software Engineer- Front End - 2026-0082,"Chantilly, VA, United States",high,,http://acclaimtechnicalservices.applytojob.com/apply/HkFBxX9YWA/Software-Engineer-Front-End-20260082,http://acclaimtechnicalservices.applytojob.com/apply/HkFBxX9YWA/Software-Engineer-Front-End-20260082,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Da Vinci,Graduate C++ Software Engineer,"Miami, FL",high,,https://davincitrading.com/job/graduate-c-software-engineer-2/?utm_source=vansh,https://davincitrading.com/?post_type=job&p=1281,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,General Dynamics Mission Systems,Entry Level Software Engineer,"Pittsfield, MA",high,defense-export-review,https://careers-gdms.icims.com/jobs/67972/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,https://careers-gdms.icims.com/jobs/67972/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Palantir,New Grad: Software Engineer,"Denver, CO",high,defense-export-review,https://jobs.lever.co/palantir/c34b424e-caf2-455a-b104-ae1096ccca29?utm_source=vansh,https://jobs.lever.co/palantir/c34b424e-caf2-455a-b104-ae1096ccca29?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Adobe,New Grad 2026: Application Security Engineer,"San Jose, CA San Francisco, CA",medium,,https://careers.adobe.com/us/en/job/ADOBUSR159164EXTERNALENUS/2026-University-Graduate-Application-Security-Engineer?utm_source=vansh,https://careers.adobe.com/us/en/job/ADOBUSR159164EXTERNALENUS/2026-University-Graduate-Application-Security-Engineer?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,Browser-visible page says page/job not found or no longer available,curl+browser,400,Meta,New Grad 2026: Product Security Engineer,"Bellevue, WA Menlo Park, CA",medium,,https://www.metacareers.com/jobs/609052015548260?utm_source=vansh,https://www.metacareers.com/jobs/609052015548260?utm_source=vansh,Meta Careers,https://www.metacareers.com/jobs/position-not-available/,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Arm,New Grad 2025: Software Applications Engineer,"Austin, TX",medium,,https://careers.arm.com/job/austin/graduate-software-applications-engineer/33099/85831486416?utm_source=vansh,https://careers.arm.com/job/austin/graduate-software-applications-engineer/33099/85831486416?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Gannett Fleming,Entry Level Software Developer 🛂,"San Diego, CA Chicago, IL",medium,,https://careers-gannettfleming.icims.com/jobs/12404/entry-level-software-developer/job?utm_source=vansh,https://careers-gannettfleming.icims.com/jobs/12404/entry-level-software-developer/job?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Hudson River Trading,New Grad 2026: Algorithm Developer,"New York, NY",medium,,https://www.hudsonrivertrading.com/hrt-job/algorithm-developer-quant-researcher-2026-grads/?utm_source=vansh,https://www.hudsonrivertrading.com/hrt-job/algorithm-developer-quant-researcher-2026-grads/?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Stripe,New Grad: Security Engineer,"Seattle, WA South San Francisco, CA",medium,,https://stripe.com/jobs/listing/security-engineer-new-grad/7477571?utm_source=vansh,https://stripe.com/jobs/listing/security-engineer-new-grad/7477571?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Dayton Freight Lines,Entry Level Software Developer,"Dayton, OH",medium,,https://careers-daytonfreight.icims.com/jobs/16714/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,https://careers-daytonfreight.icims.com/jobs/16714/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Sev1Tech,Entry Level Software Developer,"Lawton, OK",medium,,https://careers-sev1tech.icims.com/jobs/9092/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,https://careers-sev1tech.icims.com/jobs/9092/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,SIG,New Grad: Software Developer,"Bala Cynwyd, PA",medium,,https://careers.sig.com/job/SUSQA004Y9261?utm_source=vansh,https://careers.sig.com/job/SUSQA004Y9261?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,BizFlow,Associate Software Engineer - Full-Stack - Client Enablement,"Falls Church, VA, United States",medium,,http://bizflow.applytojob.com/apply/CYguEYnfIw/Associate-Software-Engineer-FullStack-Client-Enablement,http://bizflow.applytojob.com/apply/CYguEYnfIw/Associate-Software-Engineer-FullStack-Client-Enablement,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,410,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Susquehanna International Group (SIG),"New Grad: Software Developer, Sprc","Ardmore, PA",medium,,https://careers-sig.icims.com/jobs/9716/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,https://careers-sig.icims.com/jobs/9716/job?mobile=true&needsRedirect=false&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Adobe,Software Development Engineer,"San Jose, CA",medium,,https://careers.adobe.com/us/en/job/ADOBUSR161061EXTERNALENUS/Software-Development-Engineer?utm_source=vansh,https://careers.adobe.com/us/en/job/ADOBUSR161061EXTERNALENUS/Software-Development-Engineer?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"Antenna Systems Engineer, Antenna Calibration, Kuiper 🇺🇸","Redmond, WA",medium,,https://www.amazon.jobs/en/jobs/3064596/antenna-systems-engineer-antenna-calibration-kuiper?utm_source=vansh,https://www.amazon.jobs/en/jobs/3064596/antenna-systems-engineer-antenna-calibration-kuiper?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"Robotics Systems Engineer, Amazon Robotics Deployment Engineering","Austin, TX Seattle, WA North Reading, MA",medium,,https://www.amazon.jobs/en/jobs/3054843/robotics-systems-engineer-amazon-robotics-deployment-engineering?utm_source=vansh,https://www.amazon.jobs/en/jobs/3054843/robotics-systems-engineer-amazon-robotics-deployment-engineering?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"Security Engineer I, Security Incident Response Team (SIRT)","Seattle, WA",medium,,https://www.amazon.jobs/en/jobs/3171130/security-engineer-i-security-incident-response-team-sirt-security-incident-response-team-sirt?utm_source=vansh,https://www.amazon.jobs/en/jobs/3171130/security-engineer-i-security-incident-response-team-sirt-security-incident-response-team-sirt?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"Security Engineer, AppSec Testing Automation and Insights","New York, NY",medium,,https://www.amazon.jobs/en/jobs/3012833/security-engineer-appsec-testing-automation-and-insights?utm_source=vansh,https://www.amazon.jobs/en/jobs/3012833/security-engineer-appsec-testing-automation-and-insights?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,Software Dev Engineer,"8 locations Austin, TX New York, NY Seattle, WA Culver City, CA Santa Clara, CA Bellevue, WA Denver, CO Palo Alto, CA",medium,,https://www.amazon.jobs/en/jobs/2950609/software-dev-engineer-computer-science?utm_source=vansh,https://www.amazon.jobs/en/jobs/2950609/software-dev-engineer-computer-science?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,Software Engineer I,"San Francisco, CA",medium,,https://www.amazon.jobs/en/jobs/3126885/software-engineer-i?utm_source=vansh,https://www.amazon.jobs/en/jobs/3126885/software-engineer-i?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"System Development Engineer I, Ops Tech Solutions","Santa Clara, CA",medium,,https://www.amazon.jobs/en/jobs/3018378/system-development-engineer-i-ops-tech-solutions?utm_source=vansh,https://www.amazon.jobs/en/jobs/3018378/system-development-engineer-i-ops-tech-solutions?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"System Development Engineer, AWS Vetting","Cupertino, CA",medium,,https://www.amazon.jobs/en/jobs/3044177/system-development-engineer-aws-vetting?utm_source=vansh,https://www.amazon.jobs/en/jobs/3044177/system-development-engineer-aws-vetting?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"System Development Engineer, OTS Delivery Software Engineering","Austin, TX",medium,,https://www.amazon.jobs/en/jobs/3047432/system-development-engineer-ots-delivery-software-engineering?utm_source=vansh,https://www.amazon.jobs/en/jobs/3047432/system-development-engineer-ots-delivery-software-engineering?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,Systems Development Engineer,"Seattle, WA",medium,,https://www.amazon.jobs/en/jobs/3168189/systems-development-engineer-amazon-enterprise-engineering-enterprise-engineering?utm_source=vansh,https://www.amazon.jobs/en/jobs/3168189/systems-development-engineer-amazon-enterprise-engineering-enterprise-engineering?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amazon,"Systems Development Engineer I, Ops Tech Solution (OTS)","Austin, TX",medium,,https://www.amazon.jobs/en/jobs/3057120/systems-development-engineer-i-ops-tech-solution-ots?utm_source=vansh,https://www.amazon.jobs/en/jobs/3057120/systems-development-engineer-i-ops-tech-solution-ots?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Amperity,Software Development Engineer I,"Seattle, WA",medium,,https://amperity.com/careers/6799726?gh_jid=6799726&gh_src=053ff1fc1us&gh_jid=6799726&utm_source=vansh&ref=vansh,https://amperity.com/careers/6799726?gh_jid=6799726&gh_src=053ff1fc1us&gh_jid=6799726&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Annapurna Labs,Silicon & AI Systems Innovation Engineer,"Austin, TX Seattle, WA Cupertino, CA",medium,,https://www.amazon.jobs/en/jobs/3116902/2026-annapurna-labs-at-aws-early-career-us-silicon-ai-systems-innovation?utm_source=vansh,https://www.amazon.jobs/en/jobs/3116902/2026-annapurna-labs-at-aws-early-career-us-silicon-ai-systems-innovation?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,"curl custom domain has SSL failure; direct Ashby URL loads generic Jobs app with posting:null, not the application posting",curl+browser,,Bits to Atoms,Software Engineer 🇺🇸,"Berkeley, CA",medium,,https://jobs.bitstoatoms.com/bits-to-atoms/953ef025-ec88-450d-8f8f-2cb38cc8e839?utm_source=vansh,,Meta Careers,https://www.metacareers.com/jobs/position-not-available/,vanshb03/New-Grad-2026,,dead-or-error,fetch failed
confirmed_closed_or_dead,Browser-visible page says page/job not found or no longer available,curl+browser,403,Citadel Securities,Software Engineer,"Miami, FL New York, NY",medium,,https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=vansh,https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=vansh,Page not found - Citadel Securities,https://www.citadelsecurities.com/careers/details/software-engineer-university-graduate-us/?utm_source=vansh,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Coalition,Software Engineer I,"San Francisco, CA",medium,,https://www.coalitioninc.com/job-posting/4560711005?utm_source=vansh,https://www.coalitioninc.com/job-posting/4560711005?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Comcast,Software Engineer 1,"Chicago, IL Englewood, CO",medium,,https://jobs.comcast.com/job/-/-/45483/86516813920?utm_source=vansh,https://jobs.comcast.com/job/-/-/45483/86516813920?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Digital NEST,Software Development Associate - bizzNEST,CA,medium,,http://digitalnest.applytojob.com/apply/VX3OVBbhW4/Software-Development-Associate-BizzNEST,http://digitalnest.applytojob.com/apply/VX3OVBbhW4/Software-Development-Associate-BizzNEST,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Disney,Software Engineer I,"Glendale, CA New York, NY",medium,,https://www.disneycareers.com/en/job/-/-/391/85823385568?utm_source=vansh,https://www.disneycareers.com/en/job/-/-/391/85823385568?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Disney,Software Engineer I,"Seattle, WA",medium,,https://www.disneycareers.com/en/job/-/-/391/85002977104?utm_source=vansh,https://www.disneycareers.com/en/job/-/-/391/85002977104?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Docusign,Software Engineer,"Seattle, WA",medium,,https://uscareers-docusign.icims.com/jobs/27628/software-engineering/job?utm_source=vansh,https://uscareers-docusign.icims.com/jobs/27628/software-engineering/job?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,Page content says closed/not found/no longer accepting,curl,500,DRW,Research Engineer,"New York, NY",medium,,https://www.drw.com/work-at-drw/listings/research-engineer-2930985?utm_source=vansh,https://www.drw.com/500,,,vanshb03/New-Grad-2026,500,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,EBSCO,Software Dev Engineer I,Remote in USA,medium,,https://careers-ebscoind.icims.com/jobs/1834/job?utm_source=vansh,https://careers-ebscoind.icims.com/jobs/1834/job?utm_source=vansh,,,vanshb03/New-Grad-2026,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Esri,Backend Java Engineer I - Data Pipelines,"Redlands, CA",medium,,https://www.esri.com/careers/4700976007?gh_jid=4700976007&utm_source=vansh&ref=vansh,https://www.esri.com/careers/4700976007?gh_jid=4700976007&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Esri,"C++ Software Engineer I, Maps SDKs","Redlands, CA",medium,,https://www.esri.com/careers/4735889007?gh_jid=4735889007&utm_source=vansh&ref=vansh,https://www.esri.com/careers/4735889007?gh_jid=4735889007&utm_source=vansh&ref=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Garmin,C#/.NET Software Engineer 1,"Cary, NC",medium,,https://careers.garmin.com/careers-home/jobs/15924?utm_source=vansh,https://careers.garmin.com/jobs/15924?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,HTTP 410,curl,410,Genalyte,Software Engineer I,"San Diego, CA, United States",medium,,http://genalyte.applytojob.com/apply/ms4az9EW8x/Software-Engineer-I,http://genalyte.applytojob.com/apply/ms4az9EW8x/Software-Engineer-I,,,speedyapply/2026-SWE-College-Jobs NEW_GRAD_USA,410,dead-or-error,
confirmed_closed_or_dead,HTTP 404,curl,404,Jump Trading,Tech Ops Engineer,"Chicago, IL",medium,,https://www.jumptrading.com/careers/7078491/?utm_source=vansh,https://www-webflow.jumptrading.com/careers/7078491?utm_source=vansh,,,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,Browser-visible page says page/job not found or no longer available,curl+browser,400,Meta,"Data Engineer, Analytics","New York, NY",medium,,https://www.metacareers.com/jobs/2578176955882259?utm_source=vansh,https://www.metacareers.com/jobs/2578176955882259?utm_source=vansh,Meta Careers,https://www.metacareers.com/jobs/position-not-available/,vanshb03/New-Grad-2026,404,dead-or-error,
confirmed_closed_or_dead,Browser-visible page says page/job not found or no longer available,curl+browser,400,Meta,Software Engineer,"Menlo Park, CA",medium,,https://www.metacareers.com/jobs/1947521902323717?utm_source=vansh,https://www.metacareers.com/jobs/1947521902323717?utm_source=vansh,Meta Careers,https://www.metacareers.com/jobs/position-not-available/,vanshb03/New-Grad-2026,404,dead-or-error,
